PID,Title,PVID,Venue_Name,RelationshipType
277,Consent Verification Under Evolving Privacy Policies,1,IEEE Conferences,PublishedIn
278,Requirement Mining in Software Product Forums,1,IEEE Conferences,PublishedIn
279,Behaviour-Driven Requirements Engineering for Agile Product Line Engineering,1,IEEE Conferences,PublishedIn
280,Mining Requirements Arguments from user Forums,1,IEEE Conferences,PublishedIn
281,Towards Human Values Traceability in Software: A Goal Modeling Approach,1,IEEE Conferences,PublishedIn
282,Designing a Conversational Requirements Elicitation System for End-Users,1,IEEE Conferences,PublishedIn
283,An Approach to Design Trust-Aware Goal Model and Provenance Model for Intelligent Adaptive Systems,1,IEEE Conferences,PublishedIn
284,"An Agile Method of Representing, Organizing, and (Re) Prioritizing Requirements in a Large Enterprise",1,IEEE Conferences,PublishedIn
285,Mitigating Challenges in the Elicitation and Analysis of Transparency Requirements,1,IEEE Conferences,PublishedIn
286,Handling Socio-Technical Barriers Involved in Crowd-Based Requirements Elicitation,1,IEEE Conferences,PublishedIn
287,Requirements Intelligence with OpenReq Analytics,1,IEEE Conferences,PublishedIn
288,RM2PT: Requirements Validation through Automatic Prototyping,1,IEEE Conferences,PublishedIn
289,CARGo: A Prototype for Contextual Annotation and Reconciliation of Goal Models,1,IEEE Conferences,PublishedIn
290,T-Star: A Text-Based iStar Modeling Tool,1,IEEE Conferences,PublishedIn
291,OpenReq Issue Link Map: A Tool to Visualize Issue Links in Jira,1,IEEE Conferences,PublishedIn
292,Software Reuse and Reusability Based on Requirements: Feature Modelling vs. Case-Based Reasoning,1,IEEE Conferences,PublishedIn
293,RE4CPS: Requirements Engineering for Cyber-Physical Systems,1,IEEE Conferences,PublishedIn
294,Using Metamodeling for Requirements Engineering: A Best-Practice with ADOxx,1,IEEE Conferences,PublishedIn
295,Security Requirements Engineering: From TARA to PenTest,1,IEEE Conferences,PublishedIn
296,Usable and Secure Requirements Engineering with CAIRIS,1,IEEE Conferences,PublishedIn
297,Requirements Engineering Challenges in the First 1000 Days of a Venture Capital-Backed US Startup,1,IEEE Conferences,PublishedIn
298,Strategies for Data and Computation Movements in Fog Computing,1,IEEE Conferences,PublishedIn
299,Specifying Requirements through Interaction Design,1,IEEE Conferences,PublishedIn
300,Towards an Ontology of Requirements Engineering Approaches,1,IEEE Conferences,PublishedIn
301,Disruptive Change in Requirements Engineering Research,1,IEEE Conferences,PublishedIn
302,Requirements Engineering in the Age of Societal-Scale Cyber-Physical Systems: The Case of Automated Driving,1,IEEE Conferences,PublishedIn
303,The Next Release Problem Revisited: A New Avenue for Goal Models,1,IEEE Conferences,PublishedIn
304,The Manager Perspective on Requirements Impact on Automotive Systems Development Speed,1,IEEE Conferences,PublishedIn
305,A Qualitative Study on using GuideGen to Keep Requirements and Acceptance Tests Aligned,1,IEEE Conferences,PublishedIn
306,Enhancing Automated Requirements Traceability by Resolving Polysemy,1,IEEE Conferences,PublishedIn
307,Vetting Automatically Generated Trace Links: What Information is Useful to Human Analysts?,1,IEEE Conferences,PublishedIn
308,Modeling User Concerns in the App Store: A Case Study on the Rise and Fall of Yik Yak,1,IEEE Conferences,PublishedIn
309,Customer Rating Reactions Can Be Predicted Purely using App Features,1,IEEE Conferences,PublishedIn
310,Catalog of Invisibility Requirements for UbiComp and IoT Applications,1,IEEE Conferences,PublishedIn
311,RE and Society - A Perspective on RE in Times of Smart Cities and Smart Rural Areas,1,IEEE Conferences,PublishedIn
312,On Systems of Systems Engineering: A Requirements Engineering Perspective and Research Agenda,1,IEEE Conferences,PublishedIn
313,Automated Extraction of Semantic Legal Metadata using Natural Language Processing,1,IEEE Conferences,PublishedIn
314,The Grace Period Has Ended: An Approach to Operationalize GDPR Requirements,1,IEEE Conferences,PublishedIn
315,Mining Android App Descriptions for Permission Requirements Recommendation,1,IEEE Conferences,PublishedIn
316,Semantic Incompleteness in Privacy Policy Goals,1,IEEE Conferences,PublishedIn
317,App Review Analysis Via Active Learning: Reducing Supervision Effort without Compromising Classification Accuracy,1,IEEE Conferences,PublishedIn
318,Learning from Mistakes: An Empirical Study of Elicitation Interviews Performed by Novices,1,IEEE Conferences,PublishedIn
319,Efficiency and Effectiveness of Requirements Elicitation Techniques for Children,1,IEEE Conferences,PublishedIn
320,Towards Ubiquitous RE: A Perspective on Requirements Engineering in the Era of Digital Transformation,1,IEEE Conferences,PublishedIn
321,FAME: Supporting Continuous Requirements Elicitation by Combining User Feedback and Monitoring,1,IEEE Conferences,PublishedIn
322,On the Impact of Semantic Transparency on Understanding and Reviewing Social Goal Models,1,IEEE Conferences,PublishedIn
323,An Experimental Comparison of Two Navigation Techniques for Requirements Modeling Tools,1,IEEE Conferences,PublishedIn
324,Morse: Reducing the Feature Interaction Explosion Problem using Subject Matter Knowledge as Abstract Requirements,1,IEEE Conferences,PublishedIn
325,"Discovering, Analyzing, and Managing Safety Stories in Agile Projects",1,IEEE Conferences,PublishedIn
326,Understanding Challenging Situations in Agile Quality Requirements Engineering and Their Solution strategies: Insights from a Case Study,1,IEEE Conferences,PublishedIn
327,Towards Development of Complete and Conflict-Free Requirements,1,IEEE Conferences,PublishedIn
328,Industrial Requirements Classification for Redundancy and Inconsistency Detection in SEMIOS,1,IEEE Conferences,PublishedIn
329,Tailoring Requirements Negotiation to Sustainability,1,IEEE Conferences,PublishedIn
330,Requirements Engineering for Consensus-Oriented Technical Specifications,1,IEEE Conferences,PublishedIn
331,Supporting Diagnosis of Requirements Violations in Systems of Systems,1,IEEE Conferences,PublishedIn
332,Integrating Requirements Specification and Model-Based Testing in Agile Development,1,IEEE Conferences,PublishedIn
333,Focusing Requirements Elicitation by Using a UX Measurement Method,1,IEEE Conferences,PublishedIn
334,Assessment of Safety Processes in Requirements Engineering,1,IEEE Conferences,PublishedIn
335,CaRE: A Refinement Calculus for Requirements Engineering Based on Argumentation Semantics,1,IEEE Conferences,PublishedIn
336,Crowd-Focused Semi-Automated Requirements Engineering for Evolution Towards Sustainability,1,IEEE Conferences,PublishedIn
337,Reflection on Evolutionary Decision Making with Goal Modeling Via Empirical Studies,1,IEEE Conferences,PublishedIn
338,Software Transparency as a Key Requirement for Self-Driving Cars,1,IEEE Conferences,PublishedIn
339,Speculative Requirements: Design Fiction and RE,1,IEEE Conferences,PublishedIn
340,The Ability of Engineers to Extract Requirements from Models,1,IEEE Conferences,PublishedIn
341,The Use of Design Thinking for Requirements Engineering: An Ongoing Case Study in the Field of Innovative Software-Intensive Systems,1,IEEE Conferences,PublishedIn
342,Towards Utility-Based Prioritization of Requirements in Open Source Environments,1,IEEE Conferences,PublishedIn
343,Automatic Glossary Term Extraction from Large-Scale Requirements Specifications,1,IEEE Conferences,PublishedIn
344,Requirement Engineering of Software Product Lines: Extracting Variability Using NLP,1,IEEE Conferences,PublishedIn
345,The REquirements TRacing On Target (RETRO).NET Dataset,1,IEEE Conferences,PublishedIn
346,Towards a Corpus of Requirements Documents Enriched with Semantic Frame Annotations,1,IEEE Conferences,PublishedIn
347,Utilizing Product Usage Data for Requirements Evaluation,1,IEEE Conferences,PublishedIn
348,RE Cares’18: First RE Cares Workshop and Event - RE Cares About Giving Back to Alberta,1,IEEE Conferences,PublishedIn
349,Data Driven Requirements Engineering: Implications for the Community,1,IEEE Conferences,PublishedIn
350,Modeling Adaptive Socio-Cyber-Physical Systems with Goals and SysML,1,IEEE Conferences,PublishedIn
351,An Ontology Based Collaborative Recommender System for Security Requirements Elicitation,1,IEEE Conferences,PublishedIn
352,Assessing Security Risk and Requirements for Systems of Systems,1,IEEE Conferences,PublishedIn
353,Automated Validation of Requirement Reviews: A Machine Learning Approach,1,IEEE Conferences,PublishedIn
354,Cross-Functional Teams That Grok It: The Collective Empathic Understanding of Product Requirements,1,IEEE Conferences,PublishedIn
355,Decision Support for Smart Ecosystem Evolution,1,IEEE Conferences,PublishedIn
356,Towards a Security Requirements Management Framework for Open-Source Software,1,IEEE Conferences,PublishedIn
357,Towards Goal-Oriented Process Mining,1,IEEE Conferences,PublishedIn
358,BloomingLeaf: A Formal Tool for Requirements Evolution Over Time,1,IEEE Conferences,PublishedIn
359,Dynamic Visual Analytics for Elicitation Meetings with ELICA,1,IEEE Conferences,PublishedIn
360,FlexiView Experimental Tool: Fair and Detailed Usability Tests for Requirements Modeling Tools,1,IEEE Conferences,PublishedIn
361,Multi-user Input in Determining Answer Sets (MIDAS),1,IEEE Conferences,PublishedIn
362,piStar Tool – A Pluggable Online Tool for Goal Modeling,1,IEEE Conferences,PublishedIn
363,SuSoftPro: Sustainability Profiling for Software,1,IEEE Conferences,PublishedIn
364,T-Reqs: Tool Support for Managing Requirements in Large-Scale Agile System Development,1,IEEE Conferences,PublishedIn
365,DT4RE: Design Thinking for Requirements Engineering: A Tutorial on Human-Centered and Structured Requirements Elicitation,1,IEEE Conferences,PublishedIn
366,Agile Requirements Engineering with User Stories,1,IEEE Conferences,PublishedIn
367,Reconciling Requirements and Continuous Integration in an Agile Context,1,IEEE Conferences,PublishedIn
368,"Software Reuse and Reusability Based on Requirements: Product Lines, Cases and Feature-Similarity Models",1,IEEE Conferences,PublishedIn
369,Writing Requirements for Molecular Programs,1,IEEE Conferences,PublishedIn
370,Mining Twitter Feeds for Software User Requirements,1,IEEE Conferences,PublishedIn
371,A Little Bird Told Me: Mining Tweets for Requirements and Software Evolution,1,IEEE Conferences,PublishedIn
372,SAFE: A Simple Approach for Feature Extraction from App Descriptions and App Reviews,1,IEEE Conferences,PublishedIn
373,Canary: Extracting Requirements-Related Information from Online Discussions,1,IEEE Conferences,PublishedIn
374,A Framework for Improving the Verifiability of Visual Notation Design Grounded in the Physics of Notations,1,IEEE Conferences,PublishedIn
375,Using Argumentation to Explain Ambiguity in Requirements Elicitation Interviews,1,IEEE Conferences,PublishedIn
376,Mining User Rationale from Software Reviews,1,IEEE Conferences,PublishedIn
377,Feedback Gathering from an Industrial Point of View,1,IEEE Conferences,PublishedIn
378,Users — The Hidden Software Product Quality Experts?: A Study on How App Users Report Quality Aspects in Online Reviews,1,IEEE Conferences,PublishedIn
379,What Requirements Knowledge Do Developers Need to Manage Change in Safety-Critical Systems?,1,IEEE Conferences,PublishedIn
380,What Questions do Requirements Engineers Ask?,1,IEEE Conferences,PublishedIn
381,"Datasets from Fifteen Years of Automated Requirements Traceability Research: Current State, Characteristics, and Quality",1,IEEE Conferences,PublishedIn
382,The Trouble with Security Requirements,1,IEEE Conferences,PublishedIn
383,Safety-Focused Security Requirements Elicitation for Medical Device Software,1,IEEE Conferences,PublishedIn
384,Reinforcing Security Requirements with Multifactor Quality Measurement,1,IEEE Conferences,PublishedIn
385,“SHORT”er Reasoning About Larger Requirements Models,1,IEEE Conferences,PublishedIn
386,Modeling and Reasoning with Changing Intentions: An Experiment,1,IEEE Conferences,PublishedIn
387,Does Goal-Oriented Requirements Engineering Achieve Its Goal?,1,IEEE Conferences,PublishedIn
388,New Frontiers for Requirements Engineering,1,IEEE Conferences,PublishedIn
389,How Much Undocumented Knowledge is there in Agile Software Development?: Case Study on Industrial Project Using Issue Tracking System and Version Control System,1,IEEE Conferences,PublishedIn
390,Software Requirements Analyst Profile: A Descriptive Study of Brazil and Mexico,1,IEEE Conferences,PublishedIn
391,Improving the Identification of Hedonic Quality in User Requirements — A Controlled Experiment,1,IEEE Conferences,PublishedIn
392,Usability Insights for Requirements Engineering Tools: A User Study with Practitioners in Aeronautics,1,IEEE Conferences,PublishedIn
