AID,Author_Name,IID,Institute_Name,RelationshipType
3627, B. Rumpe,22,"Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany",AffiliatedWith
3733, C. Venhoff,22,"Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany",AffiliatedWith
23,V. Rathod,23,"Faculty of Industrial Engineering, Technische Hochschule Ingolstadt, Ingolstadt, Germany; Process Management Development Driving/Energy AUDI AG, Ingolstadt, Germany; Research Institute AImotion Bavaria Technische Hochschule Ingolstadt, Ingolstadt, Germany",AffiliatedWith
1549, T. Cebulla,23,"Faculty of Industrial Engineering, Technische Hochschule Ingolstadt, Ingolstadt, Germany; Process Management Development Driving/Energy AUDI AG, Ingolstadt, Germany; Research Institute AImotion Bavaria Technische Hochschule Ingolstadt, Ingolstadt, Germany",AffiliatedWith
2710, S. Kugele,23,"Faculty of Industrial Engineering, Technische Hochschule Ingolstadt, Ingolstadt, Germany; Process Management Development Driving/Energy AUDI AG, Ingolstadt, Germany; Research Institute AImotion Bavaria Technische Hochschule Ingolstadt, Ingolstadt, Germany",AffiliatedWith
24,C. C. Raţiu,24,"Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria",AffiliatedWith
1550, C. Mayr-Dorn,24,"Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria",AffiliatedWith
2711, W. K. G. Assunção,24,"Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria",AffiliatedWith
3383, A. Egyed,24,"Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria; Institute of Software Systems Engineering, Johannes Kepler University Linz, Linz, Austria",AffiliatedWith
25,C. Khor,25,"Computer Science Department, Iowa State University, Ames, USA; Computer Science Department, Iowa State University, Ames, USA",AffiliatedWith
1551, R. R. Lutz,25,"Computer Science Department, Iowa State University, Ames, USA; Computer Science Department, Iowa State University, Ames, USA",AffiliatedWith
26,D. Q. Birkmeier,26,"Digital Design & Engineering Maiborn Wolff, Munich, Germany; Managing Director Maiborn Wolff, Munich, Germany",AffiliatedWith
1552, M. Beck,26,"Digital Design & Engineering Maiborn Wolff, Munich, Germany; Managing Director Maiborn Wolff, Munich, Germany",AffiliatedWith
27,P. Bambazek,27,"EBCONT, Vienna, Austria; Johannes Kepler University Linz, Linz, Austria; FHNW, Windisch, Switzerland",AffiliatedWith
1553, I. Groher,27,"EBCONT, Vienna, Austria; Johannes Kepler University Linz, Linz, Austria; FHNW, Windisch, Switzerland",AffiliatedWith
1848, N. Seyff,27,"EBCONT, Vienna, Austria; Johannes Kepler University Linz, Linz, Austria; FHNW, Windisch, Switzerland",AffiliatedWith
28,J. Wei,28,"EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Montpellier, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France",AffiliatedWith
1554, A. -L. Courbis,28,"EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Montpellier, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France",AffiliatedWith
2712, T. Lambolais,28,"EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Montpellier, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France",AffiliatedWith
3384, B. Xu,28,"EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Montpellier, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France",AffiliatedWith
3628, P. L. Bernard,28,"EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Montpellier, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France",AffiliatedWith
3734, G. Dray,28,"EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Montpellier, France; EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France",AffiliatedWith
29,A. Marczak-Czajka,29,"Computer Science and Engineering University of Notre Dame, South Bend, USA; Center for Research Computing University of Notre Dame, South Bend, USA; Computer Science and Engineering University of Notre Dame, South Bend, USA",AffiliatedWith
1555, J. Nabrzyski,29,"Computer Science and Engineering University of Notre Dame, South Bend, USA; Center for Research Computing University of Notre Dame, South Bend, USA; Computer Science and Engineering University of Notre Dame, South Bend, USA",AffiliatedWith
1745, J. Cleland-Huang,29,"Computer Science and Engineering University of Notre Dame, South Bend, USA; Center for Research Computing University of Notre Dame, South Bend, USA; Computer Science and Engineering University of Notre Dame, South Bend, USA",AffiliatedWith
30,C. Almendra,30,"Campus de Quixadá Universidade Federal do Ceará, Quixadá, Brazil; Centro de Informática Universidade Federal de Pernambuco, Recife, Brazil",AffiliatedWith
1556, C. Silva,30,"Campus de Quixadá Universidade Federal do Ceará, Quixadá, Brazil; Centro de Informática Universidade Federal de Pernambuco, Recife, Brazil",AffiliatedWith
31,B. Cheng,31,"School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia",AffiliatedWith
1557, C. Arora,31,"School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia",AffiliatedWith
2713, X. Liu,31,"School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia",AffiliatedWith
3385, T. Hoang,31,"School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia",AffiliatedWith
1591, Y. Wang,31,"School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia",AffiliatedWith
1891, J. Grundy,31,"School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; School of Information Technology, Deakin University, Geelong, Victoria, Australia; Faculty of Information Technology, Monash University, Clayton, Victoria, Australia",AffiliatedWith
32,S. Kopczyńska,32,"Poznan University of Technology, Poznan, Poland; Leibniz Universität Hannover, Hannover, Germany",AffiliatedWith
1558, J. Shi,32,"Poznan University of Technology, Poznan, Poland; Leibniz Universität Hannover, Hannover, Germany",AffiliatedWith
27,P. Bambazek,33,"Institute of Business Informatics - SE JKU Business School Johannes Kepler University Linz, Linz, Austria; Institute of Business Informatics - SE JKU Business School Johannes Kepler University Linz, Linz, Austria; Institute for Interactive Technologies FHNW, Windisch, Switzerland",AffiliatedWith
