Institute_Name,IID
"Chalmers University of Technology, University of Gothenburg, Gothenburg, Sweden; OFFIS e.V., Oldenburg, Germany; OFFIS e.V., Oldenburg, Germany; OFFIS e.V., Oldenburg, Germany; Siemens AG, Munich, Germany; Siemens AG, Munich, Germany; Fraunhofer IEM, Paderborn, Germany; Chalmers University of Technology, University of Gothenburg, Gothenburg, Sweden",145
"Operating System Product Department, ZTE Corporation, Chengdu, China; Operating System Product Department, ZTE Corporation, Chengdu, China; Operating System Product Department, ZTE Corporation, Chengdu, China; Operating System Product Department, ZTE Corporation, Chengdu, China; Central R&D Technology Department, ZTE Corporation, Nanjing, China; Central R&D Technology Department, ZTE Corporation, Nanjing, China",146
"SEA, Aston University, UK; SEA, Aston University, UK; SEA, Aston University, UK",147
"Department of Computer Science and Information Technology, Indian Institute of Information Technology, Vadodara, India; Department of Computer Science and Information Technology, Indian Institute of Information Technology, Vadodara, India; Department of Computer Science and Information Technology, Indian Institute of Information Technology, Vadodara, India",148
"KU Leuven, Belgium; KU Leuven, Belgium; KU Leuven, Belgium; Université de Liège, Belgium",149
"School of Engineering, Computing and Built Environment Glasgow, Caledonian University, Glasgow, Scotland",150
"Institute of Business Informatics - Software Engineering, Johannes Kepler University Linz, Linz, Austria",151
"Dept. of Information Technology, Deakin University, Melbourne, Australia",152
"NOVA LINCS, Department of Computer Science, Faculty of Science and Technology, Universidade NOVA de Lisboa, Lisbon, Portugal",153
"Fac. Informática, Database Lab. Elviña, Universidade da Coruña, CITIC, A Coruña, Spain",154
"Product Engineering, Fraunhofer IEM, Paderborn, Germany",155
"School of Business, Maynooth University, Co Kildare, Ireland",156
"Department of Computer Science, University of Victoria, Victoria, BC, Canada",157
"RE-Lab, Utrecht University, The Netherlands; RE-Lab, Utrecht University, The Netherlands",158
"Department of Informatics, Universitas Ciputra, Surabaya, Indonesia; Department of Software and Computer Engineering, Department of Artificial Intelligence, Ajou University, South Korea",159
"TU Wien, ICT, Vienna, Austria; Dept of Computing, Glasgow Caledonian University, Glasgow, UK",160
"Université du Québec à Montréal, Montréal, Canada; University of Toulouse, IRIT, Toulouse, France",161
"Brazil Blekinge Institute of Technology (BTH), Universidade Federal de Pernambuco (UFPE), Sweden; Brazil Blekinge Institute of Technology (BTH), Universidade Federal de Pernambuco (UFPE), Sweden; Brazil Blekinge Institute of Technology (BTH), Universidade Federal de Pernambuco (UFPE), Sweden; Brazil Blekinge Institute of Technology (BTH), Universidade Federal de Pernambuco (UFPE), Sweden",162
"CSIRO’s Data61 and Professor Monash University, Melbourne, Australia; Faculty of Information Technology, Monash University, Melbourne, Australia",163
"NOVA LINCS, Universidade NOVA de Lisboa, Lisbon, Portugal; NOVA LINCS, Universidade NOVA de Lisboa, Lisbon, Portugal; INESC-ID and Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal",164
"eLaw Center for Law & Digital Technologies, Leiden University Law School, Leiden, The Netherlands",165
"Microsoft, USA",166
"Department of Computing, Imperial College London, UK",167
"Atlantic Systems Guild, UK",168
"Software Engineering & IT Security, Fraunhofer IEM, Paderborn, Germany; Chalmers | University of Gothenburg, Gothenburg, Sweden; Technische Universitat Ilmenau, Ilmenau, Germany; Software Engineering & IT Security, Fraunhofer IEM, Paderborn, Germany",169
"Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany",170
"University of Bari, Italy; CNR-ISTI, Italy; University of Bari, Italy; Kennesaw State University, GA, USA; BTH, Sweden; Kennesaw State University, GA, USA",171
University of Zurich; Vrije Universiteit Amsterdam,172
"University of Auckland, New Zealand; Karlsruhe Institute of Technology, Germany; University of Auckland, New Zealand",173
"dept. of Computer Science, University of Calgary, Calgary, Canada; dept. of Service and Information System Engineering (ESSI), Universitat Politècnica de Catalunya, Barcelona, Spain; dept. of Service and Information System Engineering (ESSI), Universitat Politècnica de Catalunya, Barcelona, Spain; dept. of Electrical and Software Engineering, University of Calgary, Calgary, Canada; dept. of Service and Information System Engineering (ESSI), Universitat Politècnica de Catalunya, Barcelona, Spain; dept. of Service and Information System Engineering (ESSI), Universitat Politècnica de Catalunya, Barcelona, Spain; dept. of Computer Science, University of Calgary, Calgary, Canada; Blackline Safety. Inc, Calgary, Canada",174
"Computer Science Department (DC), Federal University of Ceará, Fortaleza, Brazil; Computer Science Department (DC), Federal University of Ceará, Fortaleza, Brazil; Laboratory of Industrial and Human Automation Control, Mechanical Engineering and Computer Science, Université Polytechnique Hauts-de-France, Valenciennes, LAMIH UMR CNRS 8201, France",175
"The Open University, UK; The Open University, UK; The Open University, UK",176
"Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany; Blekinge Institute of Technology and fortiss GmbH Berlin, Germany Blekinge, Sweden and Munich, Germany",177
"SnT, University of Luxembourg, Luxembourg; SnT, University of Luxembourg, Luxembourg; School of EECS, University of Ottawa, Canada; SnT, University of Luxembourg, Luxembourg; Linklaters LLP, Luxembourg; Linklaters LLP, Luxembourg; Linklaters LLP, Luxembourg",178
"TCS Research, Pune, India; TCS Research, Pune, India; TCS Research, Pune, India; TCS Research, Pune, India",179
"SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; School of EECS, University of Ottawa, Canada; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; Central Legislative Service (SCL), Ministry of State, Luxembourg",180
"Karlsruhe Institute of Technology (KIT) Institute for Program Structures and Data Organization, Karlsruhe, Germany; Karlsruhe Institute of Technology (KIT) Institute for Program Structures and Data Organization, Karlsruhe, Germany; Karlsruhe Institute of Technology (KIT) Institute for Program Structures and Data Organization, Karlsruhe, Germany; Karlsruhe Institute of Technology (KIT) Institute for Program Structures and Data Organization, Karlsruhe, Germany",181
"Laboratory for Internet Software Technologies, Institute of Software, Chinese Academy of Sciences, Beijing, China; Laboratory for Internet Software Technologies, Institute of Software, Chinese Academy of Sciences, Beijing, China; Laboratory for Internet Software Technologies, Institute of Software, Chinese Academy of Sciences, Beijing, China; Laboratory for Internet Software Technologies, Institute of Software, Chinese Academy of Sciences, Beijing, China; School of Software and Electrical Engineering, Swinburne University of Technology, Australia",182
"FIT, Monash University, Victoria, Australia; ECE, McGill University, Montreal, Canada; FIT, Monash University, Victoria, Australia; FIT, Monash University, Victoria, Australia; FIT, Monash University, Victoria, Australia; FIT, Monash University, Victoria, Australia",183
"The Division of Computer Science and Engineering, Louisiana State University; The Division of Computer Science and Engineering, Louisiana State University; The Division of Computer Science and Engineering, Louisiana State University",184
"Faculty of Science, Engineering and Built Environment, Deakin University, Australia; Faculty of Engineering and IT, University of Technology, Sydney, Australia; ISTI-CNR, Pisa, Italy; Kennesaw State University, USA",185
"Department of Computer Science, University of Bristol, Woodland Road, Bristol, UK; Department of Computer Science, University of Bristol, Woodland Road, Bristol, UK",186
"Volkswagen AG, Wolfsburg, Germany; Grenoble INP, CNRS, G-SCOP, Grenoble Alps University, Grenoble, France",187
"Accenture Labs, Cyber Fusion Center, Tel Aviv, Israel; Accenture Labs, Cyber Fusion Center, Tel Aviv, Israel; Accenture Labs, Cyber Fusion Center, Tel Aviv, Israel",188
"Fujitsu Laboratories Ltd., Kawasaki, Japan; Fujitsu Laboratories Ltd., Kawasaki, Japan; Fujitsu Laboratories Ltd., Kawasaki, Japan; Fujitsu Laboratories Ltd., Kawasaki, Japan; Nanzan University, Nagoya, Japan; Fraunhofer IESE, Kaiserslautern, Germany; Fraunhofer IESE, Kaiserslautern, Germany; Fraunhofer IESE, Kaiserslautern, Germany",189
"Istituto di Scienza e Tecnologie dell’Informazione Consiglio Nazionale delle Ricerche Pisa, Italy; Istituto di Scienza e Tecnologie dell’Informazione Consiglio Nazionale delle Ricerche Pisa, Italy",190
University of Mondragon; Ikerlan; University of Mondragon; Mälardalen University; Mälardalen University; Ikerlan; University of Mondragon; Orona; Bombardier Transportation,191
"Teradyne, Inc., North Reading, USA",192
KBR Inc; KBR Inc; KBR Inc; KBR Inc; KBR Inc; KBR Inc; KBR Inc,193
"Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil; NOVA LINCS, DI, FCT Universidade NOVA de Lisboa, Lisboa, Portugal",194
"Department of Software Engineering, Blekinge Institute of Technology, Karlskrona, Sweden",195
"University Of Notre Dame, Notre Dame, IN; University Of Notre Dame, Notre Dame, IN; University Of Notre Dame, Notre Dame, IN; University Of Notre Dame, Notre Dame, IN; University Of Notre Dame, Notre Dame, IN",196
"Dept. of Computer Science, California State University, Sacramento, Sacramento, CA, USA; School of Software, Tsinghua University, Beijing, China",197
"National Institute of Informatics, Tokyo, Japan; College of Science and Technology, Nihon University, Tokyo, Japan",198
"Department of Computer Science, Smith College, Northampton, MA, USA; Department of Computer Science, Smith College, Northampton, MA, USA",199
"School of EECS, University of Ottawa, Ottawa, Canada; School of EECS, University of Ottawa, Ottawa, Canada; School of EECS, University of Ottawa, Ottawa, Canada; School of EECS, University of Ottawa, Ottawa, Canada; School of EECS, University of Ottawa, Ottawa, Canada",200
"Department of Computer Science and Software Engineering, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science and Software Engineering, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science and Software Engineering, Cal Poly, San Luis Obispo, CA, USA",201
"Department of Computer Science, University College London, London, United Kingdom; Department of Computer Science, University College London, London, United Kingdom; National Institute of Informatics, Tokyo, Japan",202
